fecha,estacion,tipo_pago,afluencia
2021-04-14,Tezonco,Boleto,0
2021-04-14,Tezonco,Prepago,15175
2021-04-14,Tezonco,Gratuidad,1836
2021-04-14,Tláhuac,Boleto,0
2021-04-14,Tláhuac,Prepago,31109
2021-04-14,Tláhuac,Gratuidad,1165
2021-04-14,Tlaltenco,Boleto,0
2021-04-14,Tlaltenco,Prepago,2538
2021-04-14,Tlaltenco,Gratuidad,227
2021-04-14,Zapata,Boleto,0
2021-04-14,Zapata,Prepago,6167
2021-04-14,Zapata,Gratuidad,745
2021-04-14,Zapotitlán,Boleto,0
2021-04-14,Zapotitlán,Prepago,8110
2021-04-14,Zapotitlán,Gratuidad,1064
2021-04-15,Hospital 20 de Noviembre,Boleto,0
2021-04-15,Hospital 20 de Noviembre,Prepago,5837
2021-04-15,Hospital 20 de Noviembre,Gratuidad,446
2021-04-15,Atlalilco,Boleto,0
2021-04-15,Atlalilco,Prepago,7873
2021-04-15,Atlalilco,Gratuidad,1077
2021-04-15,Calle 11,Boleto,0
2021-04-15,Calle 11,Prepago,9332
2021-04-15,Calle 11,Gratuidad,1422
2021-04-15,Culhuacán,Boleto,0
2021-04-15,Culhuacán,Prepago,9460
2021-04-15,Culhuacán,Gratuidad,1577
2021-04-15,Eje Central,Boleto,0
2021-04-15,Eje Central,Prepago,4784
2021-04-15,Eje Central,Gratuidad,334
2021-04-15,Ermita,Boleto,0
2021-04-15,Ermita,Prepago,6210
2021-04-15,Ermita,Gratuidad,924
2021-04-15,Insurgentes Sur,Boleto,0
2021-04-15,Insurgentes Sur,Prepago,18240
2021-04-15,Insurgentes Sur,Gratuidad,15
2021-04-15,Lomas Estrella,Boleto,0
2021-04-15,Lomas Estrella,Prepago,5035
2021-04-15,Lomas Estrella,Gratuidad,13
2021-04-15,Mexicaltzingo,Boleto,0
2021-04-15,Mexicaltzingo,Prepago,9805
2021-04-15,Mexicaltzingo,Gratuidad,1063
2021-04-15,Mixcoac,Boleto,0
2021-04-15,Mixcoac,Prepago,7078
2021-04-15,Mixcoac,Gratuidad,522
2021-04-15,Nopalera,Boleto,0
2021-04-15,Nopalera,Prepago,15406
2021-04-15,Nopalera,Gratuidad,1292
2021-04-15,Olivos,Boleto,0
2021-04-15,Olivos,Prepago,4778
2021-04-15,Olivos,Gratuidad,1349
2021-04-15,Parque de los Venados,Boleto,0
2021-04-15,Parque de los Venados,Prepago,4187
2021-04-15,Parque de los Venados,Gratuidad,764
2021-04-15,Periférico Oriente,Boleto,0
2021-04-15,Periférico Oriente,Prepago,20258
2021-04-15,Periférico Oriente,Gratuidad,1507
2021-04-15,San Andrés Tomatlán,Boleto,0
2021-04-15,San Andrés Tomatlán,Prepago,5564
2021-04-15,San Andrés Tomatlán,Gratuidad,579
2021-04-15,Tezonco,Boleto,0
2021-04-15,Tezonco,Prepago,15161
2021-04-15,Tezonco,Gratuidad,1853
2021-04-15,Tláhuac,Boleto,0
2021-04-15,Tláhuac,Prepago,28481
2021-04-15,Tláhuac,Gratuidad,2100
2021-04-15,Tlaltenco,Boleto,0
2021-04-15,Tlaltenco,Prepago,2675
2021-04-15,Tlaltenco,Gratuidad,313
2021-04-15,Zapata,Boleto,0
2021-04-15,Zapata,Prepago,6262
2021-04-15,Zapata,Gratuidad,972
2021-04-15,Zapotitlán,Boleto,0
2021-04-15,Zapotitlán,Prepago,8313
2021-04-15,Zapotitlán,Gratuidad,991
2021-04-16,Hospital 20 de Noviembre,Boleto,0
2021-04-16,Hospital 20 de Noviembre,Prepago,6064
2021-04-16,Hospital 20 de Noviembre,Gratuidad,475
2021-04-16,Atlalilco,Boleto,0
2021-04-16,Atlalilco,Prepago,8063
2021-04-16,Atlalilco,Gratuidad,886
2021-04-16,Calle 11,Boleto,0
2021-04-16,Calle 11,Prepago,9863
2021-04-16,Calle 11,Gratuidad,1436
2021-04-16,Culhuacán,Boleto,0
2021-04-16,Culhuacán,Prepago,10055
2021-04-16,Culhuacán,Gratuidad,1555
2021-04-16,Eje Central,Boleto,0
2021-04-16,Eje Central,Prepago,5963
2021-04-16,Eje Central,Gratuidad,6
2021-04-16,Ermita,Boleto,0
2021-04-16,Ermita,Prepago,6322
2021-04-16,Ermita,Gratuidad,851
2021-04-16,Insurgentes Sur,Boleto,0
2021-04-16,Insurgentes Sur,Prepago,18867
2021-04-16,Insurgentes Sur,Gratuidad,9
2021-04-16,Lomas Estrella,Boleto,0
2021-04-16,Lomas Estrella,Prepago,5126
2021-04-16,Lomas Estrella,Gratuidad,11
2021-04-16,Mexicaltzingo,Boleto,0
2021-04-16,Mexicaltzingo,Prepago,10714
2021-04-16,Mexicaltzingo,Gratuidad,1186
2021-04-16,Mixcoac,Boleto,0
2021-04-16,Mixcoac,Prepago,6741
2021-04-16,Mixcoac,Gratuidad,596
2021-04-16,Nopalera,Boleto,0
2021-04-16,Nopalera,Prepago,16116
2021-04-16,Nopalera,Gratuidad,408
2021-04-16,Olivos,Boleto,0
2021-04-16,Olivos,Prepago,4543
2021-04-16,Olivos,Gratuidad,1304
2021-04-16,Parque de los Venados,Boleto,0
2021-04-16,Parque de los Venados,Prepago,4143
2021-04-16,Parque de los Venados,Gratuidad,753
2021-04-16,Periférico Oriente,Boleto,0
2021-04-16,Periférico Oriente,Prepago,21137
2021-04-16,Periférico Oriente,Gratuidad,1548
2021-04-16,San Andrés Tomatlán,Boleto,0
2021-04-16,San Andrés Tomatlán,Prepago,5828
2021-04-16,San Andrés Tomatlán,Gratuidad,615
2021-04-16,Tezonco,Boleto,0
2021-04-16,Tezonco,Prepago,16065
2021-04-16,Tezonco,Gratuidad,1379
2021-04-16,Tláhuac,Boleto,0
2021-04-16,Tláhuac,Prepago,30843
2021-04-16,Tláhuac,Gratuidad,4328
2021-04-16,Tlaltenco,Boleto,0
2021-04-16,Tlaltenco,Prepago,2746
2021-04-16,Tlaltenco,Gratuidad,300
2021-04-16,Zapata,Boleto,0
2021-04-16,Zapata,Prepago,6788
2021-04-16,Zapata,Gratuidad,849
2021-04-16,Zapotitlán,Boleto,0
2021-04-16,Zapotitlán,Prepago,8700
2021-04-16,Zapotitlán,Gratuidad,1045
2021-04-17,Hospital 20 de Noviembre,Boleto,0
2021-04-17,Hospital 20 de Noviembre,Prepago,3772
2021-04-17,Hospital 20 de Noviembre,Gratuidad,256
2021-04-17,Atlalilco,Boleto,0
2021-04-17,Atlalilco,Prepago,6361
2021-04-17,Atlalilco,Gratuidad,524
2021-04-17,Calle 11,Boleto,0
2021-04-17,Calle 11,Prepago,7258
2021-04-17,Calle 11,Gratuidad,897
2021-04-17,Culhuacán,Boleto,0
2021-04-17,Culhuacán,Prepago,9234
2021-04-17,Culhuacán,Gratuidad,1197
2021-04-17,Eje Central,Boleto,0
2021-04-17,Eje Central,Prepago,2952
2021-04-17,Eje Central,Gratuidad,1
2021-04-17,Ermita,Boleto,0
2021-04-17,Ermita,Prepago,4559
2021-04-17,Ermita,Gratuidad,715
2021-04-17,Insurgentes Sur,Boleto,0
2021-04-17,Insurgentes Sur,Prepago,12709
2021-04-17,Insurgentes Sur,Gratuidad,8
2021-04-17,Lomas Estrella,Boleto,0
2021-04-17,Lomas Estrella,Prepago,4645
2021-04-17,Lomas Estrella,Gratuidad,5
2021-04-17,Mexicaltzingo,Boleto,0
2021-04-17,Mexicaltzingo,Prepago,7772
2021-04-17,Mexicaltzingo,Gratuidad,876
2021-04-17,Mixcoac,Boleto,0
2021-04-17,Mixcoac,Prepago,5073
2021-04-17,Mixcoac,Gratuidad,356
2021-04-17,Nopalera,Boleto,0
2021-04-17,Nopalera,Prepago,14087
2021-04-17,Nopalera,Gratuidad,336
2021-04-17,Olivos,Boleto,0
2021-04-17,Olivos,Prepago,5764
2021-04-17,Olivos,Gratuidad,1050
2021-04-17,Parque de los Venados,Boleto,0
2021-04-17,Parque de los Venados,Prepago,3040
2021-04-17,Parque de los Venados,Gratuidad,451
2021-04-17,Periférico Oriente,Boleto,0
2021-04-17,Periférico Oriente,Prepago,20268
2021-04-17,Periférico Oriente,Gratuidad,1388
2021-04-17,San Andrés Tomatlán,Boleto,0
2021-04-17,San Andrés Tomatlán,Prepago,4870
2021-04-17,San Andrés Tomatlán,Gratuidad,447
2021-04-17,Tezonco,Boleto,0
2021-04-17,Tezonco,Prepago,13297
2021-04-17,Tezonco,Gratuidad,1291
2021-04-17,Tláhuac,Boleto,0
2021-04-17,Tláhuac,Prepago,23594
2021-04-17,Tláhuac,Gratuidad,3330
2021-04-17,Tlaltenco,Boleto,0
2021-04-17,Tlaltenco,Prepago,2437
2021-04-17,Tlaltenco,Gratuidad,286
2021-04-17,Zapata,Boleto,0
2021-04-17,Zapata,Prepago,5402
2021-04-17,Zapata,Gratuidad,749
2021-04-17,Zapotitlán,Boleto,0
2021-04-17,Zapotitlán,Prepago,7351
2021-04-17,Zapotitlán,Gratuidad,836
2021-04-18,Hospital 20 de Noviembre,Boleto,0
2021-04-18,Hospital 20 de Noviembre,Prepago,967
2021-04-18,Hospital 20 de Noviembre,Gratuidad,169
2021-04-18,Atlalilco,Boleto,0
2021-04-18,Atlalilco,Prepago,3055
2021-04-18,Atlalilco,Gratuidad,574
2021-04-18,Calle 11,Boleto,0
2021-04-18,Calle 11,Prepago,4031
2021-04-18,Calle 11,Gratuidad,616
2021-04-18,Culhuacán,Boleto,0
2021-04-18,Culhuacán,Prepago,5816
2021-04-18,Culhuacán,Gratuidad,969
2021-04-18,Eje Central,Boleto,0
2021-04-18,Eje Central,Prepago,1316
2021-04-18,Eje Central,Gratuidad,1
2021-04-18,Ermita,Boleto,0
2021-04-18,Ermita,Prepago,2274
2021-04-18,Ermita,Gratuidad,505
2021-04-18,Insurgentes Sur,Boleto,0
2021-04-18,Insurgentes Sur,Prepago,7149
2021-04-18,Insurgentes Sur,Gratuidad,7
2021-04-18,Lomas Estrella,Boleto,0
2021-04-18,Lomas Estrella,Prepago,2870
2021-04-18,Lomas Estrella,Gratuidad,3
2021-04-18,Mexicaltzingo,Boleto,0
2021-04-18,Mexicaltzingo,Prepago,4002
2021-04-18,Mexicaltzingo,Gratuidad,318
2021-04-18,Mixcoac,Boleto,0
2021-04-18,Mixcoac,Prepago,2868
2021-04-18,Mixcoac,Gratuidad,225
2021-04-18,Nopalera,Boleto,0
2021-04-18,Nopalera,Prepago,8788
2021-04-18,Nopalera,Gratuidad,606
2021-04-18,Olivos,Boleto,0
2021-04-18,Olivos,Prepago,3965
2021-04-18,Olivos,Gratuidad,733
2021-04-18,Parque de los Venados,Boleto,0
2021-04-18,Parque de los Venados,Prepago,2024
2021-04-18,Parque de los Venados,Gratuidad,321
2021-04-18,Periférico Oriente,Boleto,0
2021-04-18,Periférico Oriente,Prepago,14110
2021-04-18,Periférico Oriente,Gratuidad,907
2021-04-18,San Andrés Tomatlán,Boleto,0
2021-04-18,San Andrés Tomatlán,Prepago,3039
2021-04-18,San Andrés Tomatlán,Gratuidad,314
2021-04-18,Tezonco,Boleto,0
2021-04-18,Tezonco,Prepago,7953
2021-04-18,Tezonco,Gratuidad,1033
2021-04-18,Tláhuac,Boleto,0
2021-04-18,Tláhuac,Prepago,13077
2021-04-18,Tláhuac,Gratuidad,2355
2021-04-18,Tlaltenco,Boleto,0
2021-04-18,Tlaltenco,Prepago,1686
2021-04-18,Tlaltenco,Gratuidad,237
2021-04-18,Zapata,Boleto,0
2021-04-18,Zapata,Prepago,3313
2021-04-18,Zapata,Gratuidad,437
2021-04-18,Zapotitlán,Boleto,0
2021-04-18,Zapotitlán,Prepago,4751
2021-04-18,Zapotitlán,Gratuidad,596
2021-04-19,Hospital 20 de Noviembre,Boleto,0
2021-04-19,Hospital 20 de Noviembre,Prepago,5959
2021-04-19,Hospital 20 de Noviembre,Gratuidad,461
2021-04-19,Atlalilco,Boleto,0
2021-04-19,Atlalilco,Prepago,7472
2021-04-19,Atlalilco,Gratuidad,1152
2021-04-19,Calle 11,Boleto,0
2021-04-19,Calle 11,Prepago,8999
2021-04-19,Calle 11,Gratuidad,1305
2021-04-19,Culhuacán,Boleto,0
2021-04-19,Culhuacán,Prepago,9264
2021-04-19,Culhuacán,Gratuidad,1423
2021-04-19,Eje Central,Boleto,0
2021-04-19,Eje Central,Prepago,7084
2021-04-19,Eje Central,Gratuidad,3
2021-04-19,Ermita,Boleto,0
2021-04-19,Ermita,Prepago,6065
2021-04-19,Ermita,Gratuidad,858
2021-04-19,Insurgentes Sur,Boleto,0
2021-04-19,Insurgentes Sur,Prepago,18171
2021-04-19,Insurgentes Sur,Gratuidad,12
2021-04-19,Lomas Estrella,Boleto,0
2021-04-19,Lomas Estrella,Prepago,4399
2021-04-19,Lomas Estrella,Gratuidad,10
2021-04-19,Mexicaltzingo,Boleto,0
2021-04-19,Mexicaltzingo,Prepago,9559
2021-04-19,Mexicaltzingo,Gratuidad,1039
2021-04-19,Mixcoac,Boleto,0
2021-04-19,Mixcoac,Prepago,6699
2021-04-19,Mixcoac,Gratuidad,515
2021-04-19,Nopalera,Boleto,0
2021-04-19,Nopalera,Prepago,14765
2021-04-19,Nopalera,Gratuidad,344
2021-04-19,Olivos,Boleto,0
2021-04-19,Olivos,Prepago,7958
2021-04-19,Olivos,Gratuidad,1338
2021-04-19,Parque de los Venados,Boleto,0
2021-04-19,Parque de los Venados,Prepago,4314
2021-04-19,Parque de los Venados,Gratuidad,787
2021-04-19,Periférico Oriente,Boleto,0
2021-04-19,Periférico Oriente,Prepago,15866
2021-04-19,Periférico Oriente,Gratuidad,1524
2021-04-19,San Andrés Tomatlán,Boleto,0
2021-04-19,San Andrés Tomatlán,Prepago,5447
2021-04-19,San Andrés Tomatlán,Gratuidad,531
2021-04-19,Tezonco,Boleto,0
2021-04-19,Tezonco,Prepago,14918
2021-04-19,Tezonco,Gratuidad,1654
2021-04-19,Tláhuac,Boleto,0
2021-04-19,Tláhuac,Prepago,32060
2021-04-19,Tláhuac,Gratuidad,4396
2021-04-19,Tlaltenco,Boleto,0
2021-04-19,Tlaltenco,Prepago,2552
2021-04-19,Tlaltenco,Gratuidad,316
2021-04-19,Zapata,Boleto,0
2021-04-19,Zapata,Prepago,5950
2021-04-19,Zapata,Gratuidad,776
2021-04-19,Zapotitlán,Boleto,0
2021-04-19,Zapotitlán,Prepago,8094
2021-04-19,Zapotitlán,Gratuidad,1078
2021-04-20,Hospital 20 de Noviembre,Boleto,0
2021-04-20,Hospital 20 de Noviembre,Prepago,6009
2021-04-20,Hospital 20 de Noviembre,Gratuidad,508
2021-04-20,Atlalilco,Boleto,0
2021-04-20,Atlalilco,Prepago,7958
2021-04-20,Atlalilco,Gratuidad,1170
2021-04-20,Calle 11,Boleto,0
2021-04-20,Calle 11,Prepago,9163
2021-04-20,Calle 11,Gratuidad,1156
2021-04-20,Culhuacán,Boleto,0
2021-04-20,Culhuacán,Prepago,9327
2021-04-20,Culhuacán,Gratuidad,1512
2021-04-20,Eje Central,Boleto,0
2021-04-20,Eje Central,Prepago,5077
2021-04-20,Eje Central,Gratuidad,2
2021-04-20,Ermita,Boleto,0
2021-04-20,Ermita,Prepago,6123
2021-04-20,Ermita,Gratuidad,985
2021-04-20,Insurgentes Sur,Boleto,0
2021-04-20,Insurgentes Sur,Prepago,18209
2021-04-20,Insurgentes Sur,Gratuidad,13
2021-04-20,Lomas Estrella,Boleto,0
2021-04-20,Lomas Estrella,Prepago,4811
2021-04-20,Lomas Estrella,Gratuidad,12
2021-04-20,Mexicaltzingo,Boleto,0
2021-04-20,Mexicaltzingo,Prepago,9951
2021-04-20,Mexicaltzingo,Gratuidad,1128
2021-04-20,Mixcoac,Boleto,0
2021-04-20,Mixcoac,Prepago,6991
2021-04-20,Mixcoac,Gratuidad,511
2021-04-20,Nopalera,Boleto,0
2021-04-20,Nopalera,Prepago,15352
2021-04-20,Nopalera,Gratuidad,309
2021-04-20,Olivos,Boleto,0
2021-04-20,Olivos,Prepago,10488
2021-04-20,Olivos,Gratuidad,1411
2021-04-20,Parque de los Venados,Boleto,0
2021-04-20,Parque de los Venados,Prepago,4667
2021-04-20,Parque de los Venados,Gratuidad,756
2021-04-20,Periférico Oriente,Boleto,0
2021-04-20,Periférico Oriente,Prepago,14007
2021-04-20,Periférico Oriente,Gratuidad,1373
2021-04-20,San Andrés Tomatlán,Boleto,0
2021-04-20,San Andrés Tomatlán,Prepago,5608
2021-04-20,San Andrés Tomatlán,Gratuidad,490
2021-04-20,Tezonco,Boleto,0
2021-04-20,Tezonco,Prepago,15233
2021-04-20,Tezonco,Gratuidad,1697
2021-04-20,Tláhuac,Boleto,0
2021-04-20,Tláhuac,Prepago,41144
2021-04-20,Tláhuac,Gratuidad,4374
2021-04-20,Tlaltenco,Boleto,0
2021-04-20,Tlaltenco,Prepago,2689
2021-04-20,Tlaltenco,Gratuidad,311
2021-04-20,Zapata,Boleto,0
2021-04-20,Zapata,Prepago,6024
2021-04-20,Zapata,Gratuidad,843
2021-04-20,Zapotitlán,Boleto,0
2021-04-20,Zapotitlán,Prepago,8295
2021-04-20,Zapotitlán,Gratuidad,1095
2021-04-21,Hospital 20 de Noviembre,Boleto,0
2021-04-21,Hospital 20 de Noviembre,Prepago,5987
2021-04-21,Hospital 20 de Noviembre,Gratuidad,452
2021-04-21,Atlalilco,Boleto,0
2021-04-21,Atlalilco,Prepago,7906
2021-04-21,Atlalilco,Gratuidad,1202
2021-04-21,Calle 11,Boleto,0
2021-04-21,Calle 11,Prepago,9146
2021-04-21,Calle 11,Gratuidad,1373
2021-04-21,Culhuacán,Boleto,0
2021-04-21,Culhuacán,Prepago,9521
2021-04-21,Culhuacán,Gratuidad,1563
2021-04-21,Eje Central,Boleto,0
2021-04-21,Eje Central,Prepago,4892
2021-04-21,Eje Central,Gratuidad,2
2021-04-21,Ermita,Boleto,0
2021-04-21,Ermita,Prepago,6136
2021-04-21,Ermita,Gratuidad,954
2021-04-21,Insurgentes Sur,Boleto,0
2021-04-21,Insurgentes Sur,Prepago,18175
2021-04-21,Insurgentes Sur,Gratuidad,11
2021-04-21,Lomas Estrella,Boleto,0
2021-04-21,Lomas Estrella,Prepago,5321
2021-04-21,Lomas Estrella,Gratuidad,16
2021-04-21,Mexicaltzingo,Boleto,0
2021-04-21,Mexicaltzingo,Prepago,9880
2021-04-21,Mexicaltzingo,Gratuidad,1172
2021-04-21,Mixcoac,Boleto,0
2021-04-21,Mixcoac,Prepago,7143
2021-04-21,Mixcoac,Gratuidad,635
2021-04-21,Nopalera,Boleto,0
2021-04-21,Nopalera,Prepago,15283
2021-04-21,Nopalera,Gratuidad,1303
2021-04-21,Olivos,Boleto,0
2021-04-21,Olivos,Prepago,10353
2021-04-21,Olivos,Gratuidad,1411
2021-04-21,Parque de los Venados,Boleto,0
2021-04-21,Parque de los Venados,Prepago,4726
2021-04-21,Parque de los Venados,Gratuidad,746
2021-04-21,Periférico Oriente,Boleto,0
2021-04-21,Periférico Oriente,Prepago,11199
2021-04-21,Periférico Oriente,Gratuidad,348
2021-04-21,San Andrés Tomatlán,Boleto,0
2021-04-21,San Andrés Tomatlán,Prepago,5604
2021-04-21,San Andrés Tomatlán,Gratuidad,466
2021-04-21,Tezonco,Boleto,0
2021-04-21,Tezonco,Prepago,14968
2021-04-21,Tezonco,Gratuidad,1863
2021-04-21,Tláhuac,Boleto,0
2021-04-21,Tláhuac,Prepago,34389
2021-04-21,Tláhuac,Gratuidad,4263
2021-04-21,Tlaltenco,Boleto,0
2021-04-21,Tlaltenco,Prepago,2578
2021-04-21,Tlaltenco,Gratuidad,296
2021-04-21,Zapata,Boleto,0
2021-04-21,Zapata,Prepago,5982
2021-04-21,Zapata,Gratuidad,890
2021-04-21,Zapotitlán,Boleto,0
2021-04-21,Zapotitlán,Prepago,8276
2021-04-21,Zapotitlán,Gratuidad,1040
2021-04-22,Hospital 20 de Noviembre,Boleto,0
2021-04-22,Hospital 20 de Noviembre,Prepago,6035
2021-04-22,Hospital 20 de Noviembre,Gratuidad,490
2021-04-22,Atlalilco,Boleto,0
2021-04-22,Atlalilco,Prepago,7989
2021-04-22,Atlalilco,Gratuidad,1215
2021-04-22,Calle 11,Boleto,0
2021-04-22,Calle 11,Prepago,9245
2021-04-22,Calle 11,Gratuidad,1259
2021-04-22,Culhuacán,Boleto,0
2021-04-22,Culhuacán,Prepago,9468
2021-04-22,Culhuacán,Gratuidad,1522
2021-04-22,Eje Central,Boleto,0
2021-04-22,Eje Central,Prepago,5581
2021-04-22,Eje Central,Gratuidad,5
2021-04-22,Ermita,Boleto,0
2021-04-22,Ermita,Prepago,6312
2021-04-22,Ermita,Gratuidad,818
2021-04-22,Insurgentes Sur,Boleto,0
2021-04-22,Insurgentes Sur,Prepago,18693
2021-04-22,Insurgentes Sur,Gratuidad,24
2021-04-22,Lomas Estrella,Boleto,0
2021-04-22,Lomas Estrella,Prepago,4928
2021-04-22,Lomas Estrella,Gratuidad,10
2021-04-22,Mexicaltzingo,Boleto,0
2021-04-22,Mexicaltzingo,Prepago,10055
2021-04-22,Mexicaltzingo,Gratuidad,1142
2021-04-22,Mixcoac,Boleto,0
2021-04-22,Mixcoac,Prepago,7026
2021-04-22,Mixcoac,Gratuidad,530
2021-04-22,Nopalera,Boleto,0
2021-04-22,Nopalera,Prepago,15693
2021-04-22,Nopalera,Gratuidad,303
2021-04-22,Olivos,Boleto,0
2021-04-22,Olivos,Prepago,10413
2021-04-22,Olivos,Gratuidad,1299
2021-04-22,Parque de los Venados,Boleto,0
2021-04-22,Parque de los Venados,Prepago,4815
2021-04-22,Parque de los Venados,Gratuidad,790
2021-04-22,Periférico Oriente,Boleto,0
2021-04-22,Periférico Oriente,Prepago,10537
2021-04-22,Periférico Oriente,Gratuidad,88
2021-04-22,San Andrés Tomatlán,Boleto,0
2021-04-22,San Andrés Tomatlán,Prepago,5687
2021-04-22,San Andrés Tomatlán,Gratuidad,532
2021-04-22,Tezonco,Boleto,0
2021-04-22,Tezonco,Prepago,15490
2021-04-22,Tezonco,Gratuidad,1675
2021-04-22,Tláhuac,Boleto,0
2021-04-22,Tláhuac,Prepago,35094
2021-04-22,Tláhuac,Gratuidad,4187
2021-04-22,Tlaltenco,Boleto,0
2021-04-22,Tlaltenco,Prepago,2610
2021-04-22,Tlaltenco,Gratuidad,323
2021-04-22,Zapata,Boleto,0
2021-04-22,Zapata,Prepago,6181
2021-04-22,Zapata,Gratuidad,760
2021-04-22,Zapotitlán,Boleto,0
2021-04-22,Zapotitlán,Prepago,8272
2021-04-22,Zapotitlán,Gratuidad,1100
2021-04-23,Hospital 20 de Noviembre,Boleto,0
2021-04-23,Hospital 20 de Noviembre,Prepago,5563
2021-04-23,Hospital 20 de Noviembre,Gratuidad,609
2021-04-23,Atlalilco,Boleto,0
2021-04-23,Atlalilco,Prepago,8091
2021-04-23,Atlalilco,Gratuidad,1261
2021-04-23,Calle 11,Boleto,0
2021-04-23,Calle 11,Prepago,9640
2021-04-23,Calle 11,Gratuidad,1328
2021-04-23,Culhuacán,Boleto,0
2021-04-23,Culhuacán,Prepago,10146
2021-04-23,Culhuacán,Gratuidad,1561
2021-04-23,Eje Central,Boleto,0
2021-04-23,Eje Central,Prepago,5898
2021-04-23,Eje Central,Gratuidad,2
2021-04-23,Ermita,Boleto,0
2021-04-23,Ermita,Prepago,6310
2021-04-23,Ermita,Gratuidad,780
2021-04-23,Insurgentes Sur,Boleto,0
2021-04-23,Insurgentes Sur,Prepago,18824
2021-04-23,Insurgentes Sur,Gratuidad,935
2021-04-23,Lomas Estrella,Boleto,0
2021-04-23,Lomas Estrella,Prepago,5749
2021-04-23,Lomas Estrella,Gratuidad,253
2021-04-23,Mexicaltzingo,Boleto,0
2021-04-23,Mexicaltzingo,Prepago,10552
2021-04-23,Mexicaltzingo,Gratuidad,1262
2021-04-23,Mixcoac,Boleto,0
2021-04-23,Mixcoac,Prepago,7109
2021-04-23,Mixcoac,Gratuidad,537
2021-04-23,Nopalera,Boleto,0
2021-04-23,Nopalera,Prepago,16253
2021-04-23,Nopalera,Gratuidad,350
2021-04-23,Olivos,Boleto,0
2021-04-23,Olivos,Prepago,11058
2021-04-23,Olivos,Gratuidad,1393
2021-04-23,Parque de los Venados,Boleto,0
2021-04-23,Parque de los Venados,Prepago,4813
2021-04-23,Parque de los Venados,Gratuidad,753
2021-04-23,Periférico Oriente,Boleto,0
2021-04-23,Periférico Oriente,Prepago,12133
2021-04-23,Periférico Oriente,Gratuidad,1144
2021-04-23,San Andrés Tomatlán,Boleto,0
2021-04-23,San Andrés Tomatlán,Prepago,6016
2021-04-23,San Andrés Tomatlán,Gratuidad,653
2021-04-23,Tezonco,Boleto,0
2021-04-23,Tezonco,Prepago,15865
2021-04-23,Tezonco,Gratuidad,1720
2021-04-23,Tláhuac,Boleto,0
2021-04-23,Tláhuac,Prepago,33885
2021-04-23,Tláhuac,Gratuidad,4259
2021-04-23,Tlaltenco,Boleto,0
2021-04-23,Tlaltenco,Prepago,2766
2021-04-23,Tlaltenco,Gratuidad,346
2021-04-23,Zapata,Boleto,0
2021-04-23,Zapata,Prepago,6568
2021-04-23,Zapata,Gratuidad,862
2021-04-23,Zapotitlán,Boleto,0
2021-04-23,Zapotitlán,Prepago,8732
2021-04-23,Zapotitlán,Gratuidad,1111
2021-04-24,Hospital 20 de Noviembre,Boleto,0
2021-04-24,Hospital 20 de Noviembre,Prepago,3678
2021-04-24,Hospital 20 de Noviembre,Gratuidad,364
2021-04-24,Atlalilco,Boleto,0
2021-04-24,Atlalilco,Prepago,6218
2021-04-24,Atlalilco,Gratuidad,977
2021-04-24,Calle 11,Boleto,0
2021-04-24,Calle 11,Prepago,7464
2021-04-24,Calle 11,Gratuidad,820
2021-04-24,Culhuacán,Boleto,0
2021-04-24,Culhuacán,Prepago,8876
2021-04-24,Culhuacán,Gratuidad,1254
2021-04-24,Eje Central,Boleto,0
2021-04-24,Eje Central,Prepago,4225
2021-04-24,Eje Central,Gratuidad,2
2021-04-24,Ermita,Boleto,0
2021-04-24,Ermita,Prepago,4529
2021-04-24,Ermita,Gratuidad,668
2021-04-24,Insurgentes Sur,Boleto,0
2021-04-24,Insurgentes Sur,Prepago,13038
2021-04-24,Insurgentes Sur,Gratuidad,1113
2021-04-24,Lomas Estrella,Boleto,0
2021-04-24,Lomas Estrella,Prepago,4968
2021-04-24,Lomas Estrella,Gratuidad,540
2021-04-24,Mexicaltzingo,Boleto,0
2021-04-24,Mexicaltzingo,Prepago,7685
2021-04-24,Mexicaltzingo,Gratuidad,1038
2021-04-24,Mixcoac,Boleto,0
2021-04-24,Mixcoac,Prepago,4970
2021-04-24,Mixcoac,Gratuidad,332
2021-04-24,Nopalera,Boleto,0
2021-04-24,Nopalera,Prepago,13853
2021-04-24,Nopalera,Gratuidad,956
2021-04-24,Olivos,Boleto,0
2021-04-24,Olivos,Prepago,9335
2021-04-24,Olivos,Gratuidad,1031
2021-04-24,Parque de los Venados,Boleto,0
2021-04-24,Parque de los Venados,Prepago,3544
2021-04-24,Parque de los Venados,Gratuidad,490
2021-04-24,Periférico Oriente,Boleto,0
2021-04-24,Periférico Oriente,Prepago,11788
2021-04-24,Periférico Oriente,Gratuidad,266
2021-04-24,San Andrés Tomatlán,Boleto,0
2021-04-24,San Andrés Tomatlán,Prepago,4995
2021-04-24,San Andrés Tomatlán,Gratuidad,786
2021-04-24,Tezonco,Boleto,0
2021-04-24,Tezonco,Prepago,13260
2021-04-24,Tezonco,Gratuidad,1499
2021-04-24,Tláhuac,Boleto,0
2021-04-24,Tláhuac,Prepago,25844
2021-04-24,Tláhuac,Gratuidad,3175
2021-04-24,Tlaltenco,Boleto,0
2021-04-24,Tlaltenco,Prepago,2420
2021-04-24,Tlaltenco,Gratuidad,298
2021-04-24,Zapata,Boleto,0
