fecha,estacion,tipo_pago,afluencia
2023-10-04,San Andrés Tomatlán,Prepago,7667
2023-10-04,San Andrés Tomatlán,Gratuidad,1095
2023-10-04,Culhuacán,Boleto,0
2023-10-04,Culhuacán,Prepago,9181
2023-10-04,Culhuacán,Gratuidad,1413
2023-10-04,Atlalilco,Boleto,0
2023-10-04,Atlalilco,Prepago,10756
2023-10-04,Atlalilco,Gratuidad,1509
2023-10-04,Mexicaltzingo,Boleto,0
2023-10-04,Mexicaltzingo,Prepago,14211
2023-10-04,Mexicaltzingo,Gratuidad,1832
2023-10-04,Ermita,Boleto,0
2023-10-04,Ermita,Prepago,7144
2023-10-04,Ermita,Gratuidad,1074
2023-10-04,Eje Central,Boleto,0
2023-10-04,Eje Central,Prepago,9601
2023-10-04,Eje Central,Gratuidad,1216
2023-10-04,Parque de los Venados,Boleto,0
2023-10-04,Parque de los Venados,Prepago,8504
2023-10-04,Parque de los Venados,Gratuidad,1338
2023-10-04,Zapata,Boleto,0
2023-10-04,Zapata,Prepago,9733
2023-10-04,Zapata,Gratuidad,1995
2023-10-04,Hospital 20 de Noviembre,Boleto,0
2023-10-04,Hospital 20 de Noviembre,Prepago,10004
2023-10-04,Hospital 20 de Noviembre,Gratuidad,1324
2023-10-04,Insurgentes Sur,Boleto,0
2023-10-04,Insurgentes Sur,Prepago,26625
2023-10-04,Insurgentes Sur,Gratuidad,3090
2023-10-04,Mixcoac,Boleto,0
2023-10-04,Mixcoac,Prepago,12566
2023-10-04,Mixcoac,Gratuidad,1332
2023-10-05,Tláhuac,Boleto,0
2023-10-05,Tláhuac,Prepago,0
2023-10-05,Tláhuac,Gratuidad,0
2023-10-05,Tlaltenco,Boleto,0
2023-10-05,Tlaltenco,Prepago,0
2023-10-05,Tlaltenco,Gratuidad,0
2023-10-05,Zapotitlán,Boleto,0
2023-10-05,Zapotitlán,Prepago,0
2023-10-05,Zapotitlán,Gratuidad,0
2023-10-05,Nopalera,Boleto,0
2023-10-05,Nopalera,Prepago,0
2023-10-05,Nopalera,Gratuidad,0
2023-10-05,Olivos,Boleto,0
2023-10-05,Olivos,Prepago,0
2023-10-05,Olivos,Gratuidad,0
2023-10-05,Tezonco,Boleto,0
2023-10-05,Tezonco,Prepago,0
2023-10-05,Tezonco,Gratuidad,0
2023-10-05,Periférico Oriente,Boleto,0
2023-10-05,Periférico Oriente,Prepago,50018
2023-10-05,Periférico Oriente,Gratuidad,3952
2023-10-05,Calle 11,Boleto,0
2023-10-05,Calle 11,Prepago,8067
2023-10-05,Calle 11,Gratuidad,882
2023-10-05,Lomas Estrella,Boleto,0
2023-10-05,Lomas Estrella,Prepago,5501
2023-10-05,Lomas Estrella,Gratuidad,845
2023-10-05,San Andrés Tomatlán,Boleto,0
2023-10-05,San Andrés Tomatlán,Prepago,7538
2023-10-05,San Andrés Tomatlán,Gratuidad,1054
2023-10-05,Culhuacán,Boleto,0
2023-10-05,Culhuacán,Prepago,9167
2023-10-05,Culhuacán,Gratuidad,1421
2023-10-05,Atlalilco,Boleto,0
2023-10-05,Atlalilco,Prepago,10701
2023-10-05,Atlalilco,Gratuidad,1532
2023-10-05,Mexicaltzingo,Boleto,0
2023-10-05,Mexicaltzingo,Prepago,14906
2023-10-05,Mexicaltzingo,Gratuidad,1686
2023-10-05,Ermita,Boleto,0
2023-10-05,Ermita,Prepago,7262
2023-10-05,Ermita,Gratuidad,1064
2023-10-05,Eje Central,Boleto,0
2023-10-05,Eje Central,Prepago,9494
2023-10-05,Eje Central,Gratuidad,1246
2023-10-05,Parque de los Venados,Boleto,0
2023-10-05,Parque de los Venados,Prepago,8411
2023-10-05,Parque de los Venados,Gratuidad,1332
2023-10-05,Zapata,Boleto,0
2023-10-05,Zapata,Prepago,9944
2023-10-05,Zapata,Gratuidad,2022
2023-10-05,Hospital 20 de Noviembre,Boleto,0
2023-10-05,Hospital 20 de Noviembre,Prepago,9945
2023-10-05,Hospital 20 de Noviembre,Gratuidad,1342
2023-10-05,Insurgentes Sur,Boleto,0
2023-10-05,Insurgentes Sur,Prepago,26804
2023-10-05,Insurgentes Sur,Gratuidad,2915
2023-10-05,Mixcoac,Boleto,0
2023-10-05,Mixcoac,Prepago,12391
2023-10-05,Mixcoac,Gratuidad,1527
2023-10-06,Tláhuac,Boleto,0
2023-10-06,Tláhuac,Prepago,0
2023-10-06,Tláhuac,Gratuidad,0
2023-10-06,Tlaltenco,Boleto,0
2023-10-06,Tlaltenco,Prepago,0
2023-10-06,Tlaltenco,Gratuidad,0
2023-10-06,Zapotitlán,Boleto,0
2023-10-06,Zapotitlán,Prepago,0
2023-10-06,Zapotitlán,Gratuidad,0
2023-10-06,Nopalera,Boleto,0
2023-10-06,Nopalera,Prepago,0
2023-10-06,Nopalera,Gratuidad,0
2023-10-06,Olivos,Boleto,0
2023-10-06,Olivos,Prepago,0
2023-10-06,Olivos,Gratuidad,0
2023-10-06,Tezonco,Boleto,0
2023-10-06,Tezonco,Prepago,0
2023-10-06,Tezonco,Gratuidad,0
2023-10-06,Periférico Oriente,Boleto,0
2023-10-06,Periférico Oriente,Prepago,50606
2023-10-06,Periférico Oriente,Gratuidad,3982
2023-10-06,Calle 11,Boleto,0
2023-10-06,Calle 11,Prepago,8186
2023-10-06,Calle 11,Gratuidad,1110
2023-10-06,Lomas Estrella,Boleto,0
2023-10-06,Lomas Estrella,Prepago,5655
2023-10-06,Lomas Estrella,Gratuidad,707
2023-10-06,San Andrés Tomatlán,Boleto,0
2023-10-06,San Andrés Tomatlán,Prepago,7597
2023-10-06,San Andrés Tomatlán,Gratuidad,908
2023-10-06,Culhuacán,Boleto,0
2023-10-06,Culhuacán,Prepago,9270
2023-10-06,Culhuacán,Gratuidad,1338
2023-10-06,Atlalilco,Boleto,0
2023-10-06,Atlalilco,Prepago,10735
2023-10-06,Atlalilco,Gratuidad,1534
2023-10-06,Mexicaltzingo,Boleto,0
2023-10-06,Mexicaltzingo,Prepago,14973
2023-10-06,Mexicaltzingo,Gratuidad,2170
2023-10-06,Ermita,Boleto,0
2023-10-06,Ermita,Prepago,7123
2023-10-06,Ermita,Gratuidad,1097
2023-10-06,Eje Central,Boleto,0
2023-10-06,Eje Central,Prepago,8970
2023-10-06,Eje Central,Gratuidad,1179
2023-10-06,Parque de los Venados,Boleto,0
2023-10-06,Parque de los Venados,Prepago,8201
2023-10-06,Parque de los Venados,Gratuidad,1344
2023-10-06,Zapata,Boleto,0
2023-10-06,Zapata,Prepago,10414
2023-10-06,Zapata,Gratuidad,1991
2023-10-06,Hospital 20 de Noviembre,Boleto,0
2023-10-06,Hospital 20 de Noviembre,Prepago,9713
2023-10-06,Hospital 20 de Noviembre,Gratuidad,1435
2023-10-06,Insurgentes Sur,Boleto,0
2023-10-06,Insurgentes Sur,Prepago,27370
2023-10-06,Insurgentes Sur,Gratuidad,3083
2023-10-06,Mixcoac,Boleto,0
2023-10-06,Mixcoac,Prepago,11960
2023-10-06,Mixcoac,Gratuidad,1449
2023-10-07,Tláhuac,Boleto,0
2023-10-07,Tláhuac,Prepago,0
2023-10-07,Tláhuac,Gratuidad,0
2023-10-07,Tlaltenco,Boleto,0
2023-10-07,Tlaltenco,Prepago,0
2023-10-07,Tlaltenco,Gratuidad,0
2023-10-07,Zapotitlán,Boleto,0
2023-10-07,Zapotitlán,Prepago,0
2023-10-07,Zapotitlán,Gratuidad,0
2023-10-07,Nopalera,Boleto,0
2023-10-07,Nopalera,Prepago,0
2023-10-07,Nopalera,Gratuidad,0
2023-10-07,Olivos,Boleto,0
2023-10-07,Olivos,Prepago,0
2023-10-07,Olivos,Gratuidad,0
2023-10-07,Tezonco,Boleto,0
2023-10-07,Tezonco,Prepago,0
2023-10-07,Tezonco,Gratuidad,0
2023-10-07,Periférico Oriente,Boleto,0
2023-10-07,Periférico Oriente,Prepago,34222
2023-10-07,Periférico Oriente,Gratuidad,3175
2023-10-07,Calle 11,Boleto,0
2023-10-07,Calle 11,Prepago,5491
2023-10-07,Calle 11,Gratuidad,789
2023-10-07,Lomas Estrella,Boleto,0
2023-10-07,Lomas Estrella,Prepago,4245
2023-10-07,Lomas Estrella,Gratuidad,564
2023-10-07,San Andrés Tomatlán,Boleto,0
2023-10-07,San Andrés Tomatlán,Prepago,4305
2023-10-07,San Andrés Tomatlán,Gratuidad,625
2023-10-07,Culhuacán,Boleto,0
2023-10-07,Culhuacán,Prepago,6747
2023-10-07,Culhuacán,Gratuidad,935
2023-10-07,Atlalilco,Boleto,0
2023-10-07,Atlalilco,Prepago,6867
2023-10-07,Atlalilco,Gratuidad,899
2023-10-07,Mexicaltzingo,Boleto,0
2023-10-07,Mexicaltzingo,Prepago,8190
2023-10-07,Mexicaltzingo,Gratuidad,1015
2023-10-07,Ermita,Boleto,0
2023-10-07,Ermita,Prepago,4491
2023-10-07,Ermita,Gratuidad,654
2023-10-07,Eje Central,Boleto,0
2023-10-07,Eje Central,Prepago,5611
2023-10-07,Eje Central,Gratuidad,709
2023-10-07,Parque de los Venados,Boleto,0
2023-10-07,Parque de los Venados,Prepago,4677
2023-10-07,Parque de los Venados,Gratuidad,583
2023-10-07,Zapata,Boleto,0
2023-10-07,Zapata,Prepago,7446
2023-10-07,Zapata,Gratuidad,1394
2023-10-07,Hospital 20 de Noviembre,Boleto,0
2023-10-07,Hospital 20 de Noviembre,Prepago,4826
2023-10-07,Hospital 20 de Noviembre,Gratuidad,568
2023-10-07,Insurgentes Sur,Boleto,0
2023-10-07,Insurgentes Sur,Prepago,16171
2023-10-07,Insurgentes Sur,Gratuidad,1979
2023-10-07,Mixcoac,Boleto,0
2023-10-07,Mixcoac,Prepago,6762
2023-10-07,Mixcoac,Gratuidad,625
2023-10-08,Tláhuac,Boleto,0
2023-10-08,Tláhuac,Prepago,0
2023-10-08,Tláhuac,Gratuidad,0
2023-10-08,Tlaltenco,Boleto,0
2023-10-08,Tlaltenco,Prepago,0
2023-10-08,Tlaltenco,Gratuidad,0
2023-10-08,Zapotitlán,Boleto,0
2023-10-08,Zapotitlán,Prepago,0
2023-10-08,Zapotitlán,Gratuidad,0
2023-10-08,Nopalera,Boleto,0
2023-10-08,Nopalera,Prepago,0
2023-10-08,Nopalera,Gratuidad,0
2023-10-08,Olivos,Boleto,0
2023-10-08,Olivos,Prepago,0
2023-10-08,Olivos,Gratuidad,0
2023-10-08,Tezonco,Boleto,0
2023-10-08,Tezonco,Prepago,0
2023-10-08,Tezonco,Gratuidad,0
2023-10-08,Periférico Oriente,Boleto,0
2023-10-08,Periférico Oriente,Prepago,20402
2023-10-08,Periférico Oriente,Gratuidad,2459
2023-10-08,Calle 11,Boleto,0
2023-10-08,Calle 11,Prepago,3045
2023-10-08,Calle 11,Gratuidad,349
2023-10-08,Lomas Estrella,Boleto,0
2023-10-08,Lomas Estrella,Prepago,2677
2023-10-08,Lomas Estrella,Gratuidad,391
2023-10-08,San Andrés Tomatlán,Boleto,0
2023-10-08,San Andrés Tomatlán,Prepago,2750
2023-10-08,San Andrés Tomatlán,Gratuidad,468
2023-10-08,Culhuacán,Boleto,0
2023-10-08,Culhuacán,Prepago,4359
2023-10-08,Culhuacán,Gratuidad,702
2023-10-08,Atlalilco,Boleto,0
2023-10-08,Atlalilco,Prepago,3998
2023-10-08,Atlalilco,Gratuidad,544
2023-10-08,Mexicaltzingo,Boleto,0
2023-10-08,Mexicaltzingo,Prepago,3890
2023-10-08,Mexicaltzingo,Gratuidad,621
2023-10-08,Ermita,Boleto,0
2023-10-08,Ermita,Prepago,2540
2023-10-08,Ermita,Gratuidad,435
2023-10-08,Eje Central,Boleto,0
2023-10-08,Eje Central,Prepago,3285
2023-10-08,Eje Central,Gratuidad,522
2023-10-08,Parque de los Venados,Boleto,0
2023-10-08,Parque de los Venados,Prepago,3434
2023-10-08,Parque de los Venados,Gratuidad,417
2023-10-08,Zapata,Boleto,0
2023-10-08,Zapata,Prepago,4584
2023-10-08,Zapata,Gratuidad,1159
2023-10-08,Hospital 20 de Noviembre,Boleto,0
2023-10-08,Hospital 20 de Noviembre,Prepago,2507
2023-10-08,Hospital 20 de Noviembre,Gratuidad,396
2023-10-08,Insurgentes Sur,Boleto,0
2023-10-08,Insurgentes Sur,Prepago,9467
2023-10-08,Insurgentes Sur,Gratuidad,1321
2023-10-08,Mixcoac,Boleto,0
2023-10-08,Mixcoac,Prepago,3724
2023-10-08,Mixcoac,Gratuidad,506
2023-10-09,Tláhuac,Boleto,0
2023-10-09,Tláhuac,Prepago,0
2023-10-09,Tláhuac,Gratuidad,0
2023-10-09,Tlaltenco,Boleto,0
2023-10-09,Tlaltenco,Prepago,0
2023-10-09,Tlaltenco,Gratuidad,0
2023-10-09,Zapotitlán,Boleto,0
2023-10-09,Zapotitlán,Prepago,0
2023-10-09,Zapotitlán,Gratuidad,0
2023-10-09,Nopalera,Boleto,0
2023-10-09,Nopalera,Prepago,0
2023-10-09,Nopalera,Gratuidad,0
2023-10-09,Olivos,Boleto,0
2023-10-09,Olivos,Prepago,0
2023-10-09,Olivos,Gratuidad,0
2023-10-09,Tezonco,Boleto,0
2023-10-09,Tezonco,Prepago,0
2023-10-09,Tezonco,Gratuidad,0
2023-10-09,Periférico Oriente,Boleto,0
2023-10-09,Periférico Oriente,Prepago,49476
2023-10-09,Periférico Oriente,Gratuidad,3073
2023-10-09,Calle 11,Boleto,0
2023-10-09,Calle 11,Prepago,8012
2023-10-09,Calle 11,Gratuidad,1119
2023-10-09,Lomas Estrella,Boleto,0
2023-10-09,Lomas Estrella,Prepago,5202
2023-10-09,Lomas Estrella,Gratuidad,763
2023-10-09,San Andrés Tomatlán,Boleto,0
2023-10-09,San Andrés Tomatlán,Prepago,7505
2023-10-09,San Andrés Tomatlán,Gratuidad,1044
2023-10-09,Culhuacán,Boleto,0
2023-10-09,Culhuacán,Prepago,8798
2023-10-09,Culhuacán,Gratuidad,1389
2023-10-09,Atlalilco,Boleto,0
2023-10-09,Atlalilco,Prepago,10501
2023-10-09,Atlalilco,Gratuidad,1505
2023-10-09,Mexicaltzingo,Boleto,0
2023-10-09,Mexicaltzingo,Prepago,14747
2023-10-09,Mexicaltzingo,Gratuidad,2012
2023-10-09,Ermita,Boleto,0
2023-10-09,Ermita,Prepago,6952
2023-10-09,Ermita,Gratuidad,1067
2023-10-09,Eje Central,Boleto,0
2023-10-09,Eje Central,Prepago,9262
2023-10-09,Eje Central,Gratuidad,1204
2023-10-09,Parque de los Venados,Boleto,0
2023-10-09,Parque de los Venados,Prepago,8170
2023-10-09,Parque de los Venados,Gratuidad,1317
2023-10-09,Zapata,Boleto,0
2023-10-09,Zapata,Prepago,9585
2023-10-09,Zapata,Gratuidad,1954
2023-10-09,Hospital 20 de Noviembre,Boleto,0
2023-10-09,Hospital 20 de Noviembre,Prepago,9793
2023-10-09,Hospital 20 de Noviembre,Gratuidad,1254
2023-10-09,Insurgentes Sur,Boleto,0
2023-10-09,Insurgentes Sur,Prepago,26119
2023-10-09,Insurgentes Sur,Gratuidad,2759
2023-10-09,Mixcoac,Boleto,0
2023-10-09,Mixcoac,Prepago,11951
2023-10-09,Mixcoac,Gratuidad,1437
2023-10-10,Tláhuac,Boleto,0
2023-10-10,Tláhuac,Prepago,0
2023-10-10,Tláhuac,Gratuidad,0
2023-10-10,Tlaltenco,Boleto,0
2023-10-10,Tlaltenco,Prepago,0
2023-10-10,Tlaltenco,Gratuidad,0
2023-10-10,Zapotitlán,Boleto,0
2023-10-10,Zapotitlán,Prepago,0
2023-10-10,Zapotitlán,Gratuidad,0
2023-10-10,Nopalera,Boleto,0
2023-10-10,Nopalera,Prepago,0
2023-10-10,Nopalera,Gratuidad,0
2023-10-10,Olivos,Boleto,0
2023-10-10,Olivos,Prepago,0
2023-10-10,Olivos,Gratuidad,0
2023-10-10,Tezonco,Boleto,0
2023-10-10,Tezonco,Prepago,0
2023-10-10,Tezonco,Gratuidad,0
2023-10-10,Periférico Oriente,Boleto,0
2023-10-10,Periférico Oriente,Prepago,49991
2023-10-10,Periférico Oriente,Gratuidad,4243
2023-10-10,Calle 11,Boleto,0
2023-10-10,Calle 11,Prepago,8335
2023-10-10,Calle 11,Gratuidad,1276
2023-10-10,Lomas Estrella,Boleto,0
2023-10-10,Lomas Estrella,Prepago,6129
2023-10-10,Lomas Estrella,Gratuidad,930
2023-10-10,San Andrés Tomatlán,Boleto,0
2023-10-10,San Andrés Tomatlán,Prepago,8317
2023-10-10,San Andrés Tomatlán,Gratuidad,1171
2023-10-10,Culhuacán,Boleto,0
2023-10-10,Culhuacán,Prepago,9710
2023-10-10,Culhuacán,Gratuidad,1314
2023-10-10,Atlalilco,Boleto,0
2023-10-10,Atlalilco,Prepago,11077
2023-10-10,Atlalilco,Gratuidad,1464
2023-10-10,Mexicaltzingo,Boleto,0
2023-10-10,Mexicaltzingo,Prepago,15191
2023-10-10,Mexicaltzingo,Gratuidad,1989
2023-10-10,Ermita,Boleto,0
2023-10-10,Ermita,Prepago,6898
2023-10-10,Ermita,Gratuidad,1058
2023-10-10,Eje Central,Boleto,0
2023-10-10,Eje Central,Prepago,9752
2023-10-10,Eje Central,Gratuidad,1228
2023-10-10,Parque de los Venados,Boleto,0
2023-10-10,Parque de los Venados,Prepago,8321
2023-10-10,Parque de los Venados,Gratuidad,1286
2023-10-10,Zapata,Boleto,0
2023-10-10,Zapata,Prepago,9609
2023-10-10,Zapata,Gratuidad,1991
2023-10-10,Hospital 20 de Noviembre,Boleto,0
2023-10-10,Hospital 20 de Noviembre,Prepago,9990
2023-10-10,Hospital 20 de Noviembre,Gratuidad,1285
2023-10-10,Insurgentes Sur,Boleto,0
2023-10-10,Insurgentes Sur,Prepago,27564
2023-10-10,Insurgentes Sur,Gratuidad,2971
2023-10-10,Mixcoac,Boleto,0
2023-10-10,Mixcoac,Prepago,12593
2023-10-10,Mixcoac,Gratuidad,1252
2023-10-11,Tláhuac,Boleto,0
2023-10-11,Tláhuac,Prepago,0
2023-10-11,Tláhuac,Gratuidad,0
2023-10-11,Tlaltenco,Boleto,0
2023-10-11,Tlaltenco,Prepago,0
2023-10-11,Tlaltenco,Gratuidad,0
2023-10-11,Zapotitlán,Boleto,0
2023-10-11,Zapotitlán,Prepago,0
2023-10-11,Zapotitlán,Gratuidad,0
2023-10-11,Nopalera,Boleto,0
2023-10-11,Nopalera,Prepago,0
2023-10-11,Nopalera,Gratuidad,0
2023-10-11,Olivos,Boleto,0
2023-10-11,Olivos,Prepago,0
2023-10-11,Olivos,Gratuidad,0
2023-10-11,Tezonco,Boleto,0
2023-10-11,Tezonco,Prepago,0
2023-10-11,Tezonco,Gratuidad,0
2023-10-11,Periférico Oriente,Boleto,0
2023-10-11,Periférico Oriente,Prepago,50609
2023-10-11,Periférico Oriente,Gratuidad,3823
2023-10-11,Calle 11,Boleto,0
2023-10-11,Calle 11,Prepago,8314
2023-10-11,Calle 11,Gratuidad,1188
2023-10-11,Lomas Estrella,Boleto,0
2023-10-11,Lomas Estrella,Prepago,5583
2023-10-11,Lomas Estrella,Gratuidad,839
2023-10-11,San Andrés Tomatlán,Boleto,0
2023-10-11,San Andrés Tomatlán,Prepago,7780
2023-10-11,San Andrés Tomatlán,Gratuidad,1108
2023-10-11,Culhuacán,Boleto,0
2023-10-11,Culhuacán,Prepago,9278
2023-10-11,Culhuacán,Gratuidad,1341
2023-10-11,Atlalilco,Boleto,0
2023-10-11,Atlalilco,Prepago,11046
2023-10-11,Atlalilco,Gratuidad,1597
2023-10-11,Mexicaltzingo,Boleto,0
2023-10-11,Mexicaltzingo,Prepago,14485
2023-10-11,Mexicaltzingo,Gratuidad,1976
2023-10-11,Ermita,Boleto,0
2023-10-11,Ermita,Prepago,6844
2023-10-11,Ermita,Gratuidad,1053
2023-10-11,Eje Central,Boleto,0
2023-10-11,Eje Central,Prepago,9811
2023-10-11,Eje Central,Gratuidad,1273
2023-10-11,Parque de los Venados,Boleto,0
2023-10-11,Parque de los Venados,Prepago,8553
2023-10-11,Parque de los Venados,Gratuidad,1194
2023-10-11,Zapata,Boleto,0
2023-10-11,Zapata,Prepago,9712
2023-10-11,Zapata,Gratuidad,1929
2023-10-11,Hospital 20 de Noviembre,Boleto,0
2023-10-11,Hospital 20 de Noviembre,Prepago,10041
2023-10-11,Hospital 20 de Noviembre,Gratuidad,1278
2023-10-11,Insurgentes Sur,Boleto,0
2023-10-11,Insurgentes Sur,Prepago,26903
2023-10-11,Insurgentes Sur,Gratuidad,2672
2023-10-11,Mixcoac,Boleto,0
2023-10-11,Mixcoac,Prepago,12499
2023-10-11,Mixcoac,Gratuidad,1458
2023-10-12,Tláhuac,Boleto,0
2023-10-12,Tláhuac,Prepago,0
2023-10-12,Tláhuac,Gratuidad,0
2023-10-12,Tlaltenco,Boleto,0
2023-10-12,Tlaltenco,Prepago,0
2023-10-12,Tlaltenco,Gratuidad,0
2023-10-12,Zapotitlán,Boleto,0
2023-10-12,Zapotitlán,Prepago,0
2023-10-12,Zapotitlán,Gratuidad,0
2023-10-12,Nopalera,Boleto,0
2023-10-12,Nopalera,Prepago,0
2023-10-12,Nopalera,Gratuidad,0
2023-10-12,Olivos,Boleto,0
2023-10-12,Olivos,Prepago,0
2023-10-12,Olivos,Gratuidad,0
2023-10-12,Tezonco,Boleto,0
2023-10-12,Tezonco,Prepago,0
2023-10-12,Tezonco,Gratuidad,0
2023-10-12,Periférico Oriente,Boleto,0
2023-10-12,Periférico Oriente,Prepago,51217
2023-10-12,Periférico Oriente,Gratuidad,3442
2023-10-12,Calle 11,Boleto,0
2023-10-12,Calle 11,Prepago,8507
2023-10-12,Calle 11,Gratuidad,1126
2023-10-12,Lomas Estrella,Boleto,0
2023-10-12,Lomas Estrella,Prepago,5448
2023-10-12,Lomas Estrella,Gratuidad,644
2023-10-12,San Andrés Tomatlán,Boleto,0
2023-10-12,San Andrés Tomatlán,Prepago,7573
2023-10-12,San Andrés Tomatlán,Gratuidad,1015
2023-10-12,Culhuacán,Boleto,0
2023-10-12,Culhuacán,Prepago,9368
2023-10-12,Culhuacán,Gratuidad,1357
2023-10-12,Atlalilco,Boleto,0
2023-10-12,Atlalilco,Prepago,10913
2023-10-12,Atlalilco,Gratuidad,1615
2023-10-12,Mexicaltzingo,Boleto,0
2023-10-12,Mexicaltzingo,Prepago,15140
2023-10-12,Mexicaltzingo,Gratuidad,2107
2023-10-12,Ermita,Boleto,0
2023-10-12,Ermita,Prepago,7274
2023-10-12,Ermita,Gratuidad,1075
2023-10-12,Eje Central,Boleto,0
2023-10-12,Eje Central,Prepago,9813
2023-10-12,Eje Central,Gratuidad,1274
2023-10-12,Parque de los Venados,Boleto,0
2023-10-12,Parque de los Venados,Prepago,8448
2023-10-12,Parque de los Venados,Gratuidad,1323
2023-10-12,Zapata,Boleto,0
2023-10-12,Zapata,Prepago,9883
2023-10-12,Zapata,Gratuidad,1937
2023-10-12,Hospital 20 de Noviembre,Boleto,0
2023-10-12,Hospital 20 de Noviembre,Prepago,9835
2023-10-12,Hospital 20 de Noviembre,Gratuidad,1200
2023-10-12,Insurgentes Sur,Boleto,0
2023-10-12,Insurgentes Sur,Prepago,26776
2023-10-12,Insurgentes Sur,Gratuidad,2831
2023-10-12,Mixcoac,Boleto,0
2023-10-12,Mixcoac,Prepago,12478
2023-10-12,Mixcoac,Gratuidad,1425
2023-10-13,Tláhuac,Boleto,0
2023-10-13,Tláhuac,Prepago,0
2023-10-13,Tláhuac,Gratuidad,0
2023-10-13,Tlaltenco,Boleto,0
2023-10-13,Tlaltenco,Prepago,0
2023-10-13,Tlaltenco,Gratuidad,0
2023-10-13,Zapotitlán,Boleto,0
2023-10-13,Zapotitlán,Prepago,0
2023-10-13,Zapotitlán,Gratuidad,0
2023-10-13,Nopalera,Boleto,0
2023-10-13,Nopalera,Prepago,0
2023-10-13,Nopalera,Gratuidad,0
2023-10-13,Olivos,Boleto,0
2023-10-13,Olivos,Prepago,0
2023-10-13,Olivos,Gratuidad,0
2023-10-13,Tezonco,Boleto,0
2023-10-13,Tezonco,Prepago,0
2023-10-13,Tezonco,Gratuidad,0
2023-10-13,Periférico Oriente,Boleto,0
2023-10-13,Periférico Oriente,Prepago,52058
2023-10-13,Periférico Oriente,Gratuidad,3598
2023-10-13,Calle 11,Boleto,0
2023-10-13,Calle 11,Prepago,8715
2023-10-13,Calle 11,Gratuidad,1317
2023-10-13,Lomas Estrella,Boleto,0
2023-10-13,Lomas Estrella,Prepago,5802
2023-10-13,Lomas Estrella,Gratuidad,908
2023-10-13,San Andrés Tomatlán,Boleto,0
2023-10-13,San Andrés Tomatlán,Prepago,7895
2023-10-13,San Andrés Tomatlán,Gratuidad,952
2023-10-13,Culhuacán,Boleto,0
2023-10-13,Culhuacán,Prepago,9534
2023-10-13,Culhuacán,Gratuidad,1326
2023-10-13,Atlalilco,Boleto,0
2023-10-13,Atlalilco,Prepago,11237
2023-10-13,Atlalilco,Gratuidad,1499
2023-10-13,Mexicaltzingo,Boleto,0
2023-10-13,Mexicaltzingo,Prepago,15517
2023-10-13,Mexicaltzingo,Gratuidad,1854
2023-10-13,Ermita,Boleto,0
2023-10-13,Ermita,Prepago,7214
2023-10-13,Ermita,Gratuidad,1116
2023-10-13,Eje Central,Boleto,0
2023-10-13,Eje Central,Prepago,9581
2023-10-13,Eje Central,Gratuidad,1222
2023-10-13,Parque de los Venados,Boleto,0
2023-10-13,Parque de los Venados,Prepago,8319
2023-10-13,Parque de los Venados,Gratuidad,1343
2023-10-13,Zapata,Boleto,0
2023-10-13,Zapata,Prepago,11046
2023-10-13,Zapata,Gratuidad,2008
2023-10-13,Hospital 20 de Noviembre,Boleto,0
2023-10-13,Hospital 20 de Noviembre,Prepago,9718
2023-10-13,Hospital 20 de Noviembre,Gratuidad,1175
2023-10-13,Insurgentes Sur,Boleto,0
2023-10-13,Insurgentes Sur,Prepago,26784
2023-10-13,Insurgentes Sur,Gratuidad,2815
2023-10-13,Mixcoac,Boleto,0
2023-10-13,Mixcoac,Prepago,11983
2023-10-13,Mixcoac,Gratuidad,1140
2023-10-14,Tláhuac,Boleto,0
2023-10-14,Tláhuac,Prepago,0
2023-10-14,Tláhuac,Gratuidad,0
2023-10-14,Tlaltenco,Boleto,0
2023-10-14,Tlaltenco,Prepago,0
2023-10-14,Tlaltenco,Gratuidad,0
2023-10-14,Zapotitlán,Boleto,0
2023-10-14,Zapotitlán,Prepago,0
2023-10-14,Zapotitlán,Gratuidad,0
2023-10-14,Nopalera,Boleto,0
2023-10-14,Nopalera,Prepago,0
2023-10-14,Nopalera,Gratuidad,0
2023-10-14,Olivos,Boleto,0
2023-10-14,Olivos,Prepago,0
2023-10-14,Olivos,Gratuidad,0
2023-10-14,Tezonco,Boleto,0
2023-10-14,Tezonco,Prepago,0
2023-10-14,Tezonco,Gratuidad,0
2023-10-14,Periférico Oriente,Boleto,0
2023-10-14,Periférico Oriente,Prepago,34890
2023-10-14,Periférico Oriente,Gratuidad,3294
2023-10-14,Calle 11,Boleto,0
2023-10-14,Calle 11,Prepago,5617
2023-10-14,Calle 11,Gratuidad,475
2023-10-14,Lomas Estrella,Boleto,0
2023-10-14,Lomas Estrella,Prepago,4337
2023-10-14,Lomas Estrella,Gratuidad,546
2023-10-14,San Andrés Tomatlán,Boleto,0
2023-10-14,San Andrés Tomatlán,Prepago,4427
2023-10-14,San Andrés Tomatlán,Gratuidad,576
2023-10-14,Culhuacán,Boleto,0
2023-10-14,Culhuacán,Prepago,6893
2023-10-14,Culhuacán,Gratuidad,850
2023-10-14,Atlalilco,Boleto,0
2023-10-14,Atlalilco,Prepago,7081
2023-10-14,Atlalilco,Gratuidad,966
2023-10-14,Mexicaltzingo,Boleto,0
2023-10-14,Mexicaltzingo,Prepago,8420
